index,chrom,type_prot,start_chrom,end_chrom,gene_name,gene_biotype,gene_id,transcript_name,transcript_id,tss_id
415712,3R,exon,31704781,31705498,CR45052,lincRNA,FBgn0266412,CR45052-RA,FBtr0344393,TSS12412
415714,3R,exon,31707870,31708157,CG42693,protein_coding,FBgn0261583,CG42693-RA,FBtr0302894,TSS15269
415721,3R,exon,31709275,31709380,CR34046,lincRNA,FBgn0054046,CR34046-RB,FBtr0308935,TSS4696
415724,3R,UTR,31713867,31714269,ttk,protein_coding,FBgn0003870,ttk-RE,FBtr0085825,TSS5933
415844,3R,UTR,31735503,31735551,CstF-50,protein_coding,FBgn0039867,CstF-50-RA,FBtr0085865,TSS2144
415853,3R,UTR,31737035,31737141,CG11563,protein_coding,FBgn0039868,CG11563-RA,FBtr0085831,TSS3185
415864,3R,UTR,31738468,31738529,Ef1alpha100E,protein_coding,FBgn0000557,Ef1alpha100E-RA,FBtr0085832,TSS18951
415924,3R,UTR,31743490,31743628,CG1890,protein_coding,FBgn0039869,CG1890-RA,FBtr0085836,TSS17348
415933,3R,UTR,31744282,31744318,CG1896,protein_coding,FBgn0039870,CG1896-RA,FBtr0085837,TSS2756
415942,3R,UTR,31745172,31745257,awd,protein_coding,FBgn0000150,awd-RC,FBtr0339146,TSS22550
415969,3R,UTR,31746445,31746566,nero,protein_coding,FBgn0261479,nero-RA,FBtr0085863,TSS13328
415976,3R,UTR,31747643,31748005,CG1910,protein_coding,FBgn0022349,CG1910-RA,FBtr0085839,TSS15039
416015,3R,UTR,31751825,31751982,salt,protein_coding,FBgn0039872,salt-RC,FBtr0339190,TSS7151
416037,3R,exon,31753524,31753544,mir-1014,pre_miRNA,FBgn0262384,mir-1014-RA,FBtr0304237,TSS21854
416057,3R,UTR,31755356,31755433,CG2187,protein_coding,FBgn0017448,CG2187-RB,FBtr0303376,TSS12104
416099,3R,exon,31758710,31758886,CR44263,lincRNA,FBgn0265203,CR44263-RB,FBtr0339187,TSS20062
416104,3R,UTR,31759404,31759515,Smvt,protein_coding,FBgn0039873,Smvt-RA,FBtr0085860,TSS1456
416117,3R,UTR,31763304,31763799,CG2150,protein_coding,FBgn0003065,CG2150-RA,FBtr0085859,TSS8274
416126,3R,exon,31767124,31767790,CR43436,lincRNA,FBgn0263384,CR43436-RA,FBtr0309071,TSS7128
416128,3R,exon,31767973,31768320,pncr017:3R,lincRNA,FBgn0046756,pncr017:3R-RA,FBtr0091956,TSS15785
416131,3R,UTR,31769293,31769472,CG2135,protein_coding,FBgn0039874,CG2135-RA,FBtr0085858,TSS7091
416146,3R,UTR,31772219,31772553,sip3,protein_coding,FBgn0039875,sip3-RA,FBtr0085842,TSS1860
416180,3R,UTR,31775049,31775278,CG2126,protein_coding,FBgn0039876,CG2126-RB,FBtr0330114,TSS9874
416214,3R,UTR,31777020,31777182,faf,protein_coding,FBgn0005632,faf-RC,FBtr0085844,TSS8403
416505,3R,UTR,31790592,31791125,CG2118,protein_coding,FBgn0039877,CG2118-RC,FBtr0307551,TSS12436
416581,3R,UTR,31793981,31794367,Acf1,protein_coding,FBgn0027620,Acf1-RA,FBtr0085845,TSS14589
416598,3R,UTR,31799634,31800171,CG42233,protein_coding,FBgn0250755,CG42233-RB,FBtr0290135,TSS20175
416603,3R,CDS,31800963,31802771,Ir100a,protein_coding,FBgn0039879,Ir100a-RA,FBtr0085846,TSS19388
416622,3R,UTR,31805468,31805593,CG1971,protein_coding,FBgn0039881,CG1971-RA,FBtr0085847,TSS2053
416656,3R,UTR,31806867,31807115,CG11576,protein_coding,FBgn0039882,CG11576-RA,FBtr0085852,TSS7991
416665,3R,UTR,31810460,31810625,FeCH,protein_coding,FBgn0266268,FeCH-RA,FBtr0085849,TSS16931
416704,3R,UTR,31812609,31813826,RhoGAP100F,protein_coding,FBgn0039883,RhoGAP100F-RJ,FBtr0343539,TSS8896
416910,3R,UTR,31846987,31851854,heph,protein_coding,FBgn0011224,heph-RU,FBtr0300269,TSS3657
417657,3R,UTR,31978121,31978314,CG2003,protein_coding,FBgn0039886,CG2003-RA,FBtr0085870,TSS12398
417776,3R,exon,32012648,32013408,CR45556,lincRNA,FBgn0267116,CR45556-RA,FBtr0346212,TSS13167
417780,3R,exon,32015941,32026928,CR45557,lincRNA,FBgn0267117,CR45557-RA,FBtr0346213,TSS12125
417782,3R,UTR,32038330,32038482,CG2053,protein_coding,FBgn0039887,CG2053-RA,FBtr0085873,TSS10001
417800,3R,UTR,32045314,32049027,krz,protein_coding,FBgn0040206,krz-RA,FBtr0085877,TSS22904
417818,3R,UTR,32052060,32052176,mod,protein_coding,FBgn0002780,mod-RA,FBtr0085874,TSS22054
417848,3R,UTR,32055279,32057321,Map205,protein_coding,FBgn0002645,Map205-RC,FBtr0334299,TSS20098
417879,4,UTR,879,929,JYalpha,protein_coding,FBgn0267363,JYalpha-RB,FBtr0346692,TSS16696
417896,4,exon,5829,6041,CR32011,pseudogene,FBgn0052011,CR32011-RB,FBtr0333684,TSS8304
417908,4,exon,12640,12825,CR32010,pseudogene,FBgn0052010,CR32010-RB,FBtr0333683,TSS19618
417920,4,exon,27020,27205,CR32009,pseudogene,FBgn0052009,CR32009-RB,FBtr0333682,TSS10145
417930,4,UTR,32478,33017,PlexB,protein_coding,FBgn0025740,PlexB-RB,FBtr0308297,TSS4257
417952,4,exon,42774,43157,CR45124,lincRNA,FBgn0266617,CR45124-RA,FBtr0344900,TSS404
417963,4,exon,44774,45417,CR44440,lincRNA,FBgn0265633,CR44440-RA,FBtr0340499,TSS2396
417966,4,UTR,47710,47993,ci,protein_coding,FBgn0004859,ci-RA,FBtr0089178,TSS4366
418017,4,exon,56497,56549,CR43957,lincRNA,FBgn0264617,CR43957-RB,FBtr0333705,TSS14696
418027,4,UTR,65225,65521,RpS3A,protein_coding,FBgn0017545,RpS3A-RF,FBtr0308296,TSS9641
418030,4,exon,65577,65645,snoRNA:CD-24,snoRNA,FBgn0263851,snoRNA:CD-24-RB,FBtr0321323,TSS11363
418062,4,UTR,69326,69849,pan,protein_coding,FBgn0085432,pan-RB,FBtr0089159,TSS17657
418321,4,UTR,115074,115202,Ank,protein_coding,FBgn0011747,Ank-RE,FBtr0300497,TSS12722
418429,4,UTR,132220,132287,CG32000,protein_coding,FBgn0052000,CG32000-RH,FBtr0113417,TSS2660
418444,4,exon,132674,132874,CR43956,lincRNA,FBgn0264616,CR43956-RA,FBtr0333703,TSS6734
418642,4,UTR,150764,150836,CG32006,protein_coding,FBgn0052006,CG32006-RA,FBtr0089170,TSS12244
418657,4,UTR,154654,154778,CG31997,protein_coding,FBgn0051997,CG31997-RB,FBtr0345283,TSS10352
418679,4,UTR,157575,158418,CG33978,protein_coding,FBgn0053978,CG33978-RG,FBtr0334300,TSS17804
418790,4,exon,175455,175639,CR45198,lincRNA,FBgn0266725,CR45198-RA,FBtr0345198,TSS10049
418797,4,UTR,177348,177440,Arl4,protein_coding,FBgn0039889,Arl4-RB,FBtr0308248,TSS14215
418842,4,UTR,184076,184514,CG2316,protein_coding,FBgn0039890,CG2316-RB,FBtr0089148,TSS15696
418990,4,exon,194732,195900,CR44441,lincRNA,FBgn0265634,CR44441-RA,FBtr0340500,TSS3787
418992,4,UTR,196675,197877,CG31998,protein_coding,FBgn0051998,CG31998-RB,FBtr0308249,TSS12349
419022,4,UTR,210224,210362,Crk,protein_coding,FBgn0024811,Crk-RC,FBtr0089112,TSS19209
419141,4,UTR,215009,215104,CG31999,protein_coding,FBgn0051999,CG31999-RC,FBtr0344870,TSS9205
419205,4,UTR,227922,228004,yellow-h,protein_coding,FBgn0039896,yellow-h-RA,FBtr0089115,TSS20249
419210,4,exon,228576,228874,CR46065,lincRNA,FBgn0267734,CR46065-RA,FBtr0347294,TSS20415
419219,4,UTR,230730,230895,CG1674,protein_coding,FBgn0039897,CG1674-RB,FBtr0089116,TSS11193
419495,4,UTR,247124,247228,dpr7,protein_coding,FBgn0053481,dpr7-RG,FBtr0334409,TSS17350
419541,4,UTR,254997,255516,RhoGAP102A,protein_coding,FBgn0259216,RhoGAP102A-RD,FBtr0308691,TSS18930
419643,4,UTR,268175,270449,NfI,protein_coding,FBgn0042696,NfI-RC,FBtr0333678,TSS20714
419689,4,exon,276523,278174,CR44023,lincRNA,FBgn0264793,CR44023-RA,FBtr0334476,TSS13264
419691,4,UTR,278685,280138,Syt7,protein_coding,FBgn0039900,Syt7-RI,FBtr0305658,TSS9195
419804,4,UTR,308093,308223,Rad23,protein_coding,FBgn0026777,Rad23-RC,FBtr0333679,TSS3578
419849,4,UTR,310930,312789,Zip102B,protein_coding,FBgn0039902,Zip102B-RD,FBtr0333681,TSS12693
419893,4,UTR,314923,314957,CG32850,protein_coding,FBgn0052850,CG32850-RB,FBtr0333680,TSS22302
419917,4,UTR,328193,329206,PMCA,protein_coding,FBgn0259214,PMCA-RQ,FBtr0304048,TSS15305
420362,4,UTR,359938,359980,Hcf,protein_coding,FBgn0039904,Hcf-RG,FBtr0345284,TSS11950
420519,4,UTR,375640,375962,Lin29,protein_coding,FBgn0262636,Lin29-RC,FBtr0307043,TSS765
420579,4,exon,380724,380811,CR45125,lincRNA,FBgn0266618,CR45125-RA,FBtr0344901,TSS21401
420620,4,exon,395396,395954,CR44027,lincRNA,FBgn0264819,CR44027-RA,FBtr0334480,TSS15707
420622,4,exon,426067,426601,CR43437,lincRNA,FBgn0263385,CR43437-RA,FBtr0309072,TSS18109
420624,4,exon,427331,427711,CR44024,lincRNA,FBgn0264794,CR44024-RA,FBtr0334481,TSS2894
420627,4,UTR,436957,437385,lgs,protein_coding,FBgn0039907,lgs-RA,FBtr0089111,TSS15105
420644,4,UTR,445504,445648,CaMKI,protein_coding,FBgn0016126,CaMKI-RH,FBtr0089063,TSS17681
420763,4,exon,459768,459907,CR45126,lincRNA,FBgn0266619,CR45126-RA,FBtr0344902,TSS2761
420765,4,UTR,459887,460020,bip2,protein_coding,FBgn0026262,bip2-RA,FBtr0089110,TSS5658
420787,4,exon,467497,467693,pncr013:4,lincRNA,FBgn0262731,pncr013:4-RE,FBtr0333916,TSS18462
420802,4,UTR,469409,472288,Asator,protein_coding,FBgn0039908,Asator-RI,FBtr0332906,TSS14879
421075,4,UTR,501810,501857,zfh2,protein_coding,FBgn0004607,zfh2-RC,FBtr0332913,TSS15558
421158,4,UTR,538332,545662,Thd1,protein_coding,FBgn0026869,Thd1-RC,FBtr0345197,TSS100
421215,4,exon,557025,557357,CR43958,lincRNA,FBgn0264618,CR43958-RA,FBtr0333707,TSS100
421224,4,UTR,558016,558168,Pur-alpha,protein_coding,FBgn0022361,Pur-alpha-RB,FBtr0089995,TSS16129
421385,4,UTR,568296,568366,CG1970,protein_coding,FBgn0039909,CG1970-RB,FBtr0333676,TSS7236
421421,4,UTR,571755,571863,Ephrin,protein_coding,FBgn0040324,Ephrin-RB,FBtr0089076,TSS1483
421466,4,UTR,583108,583225,CG1909,protein_coding,FBgn0039911,CG1909-RB,FBtr0089080,TSS676
421516,4,exon,597624,598274,CR45199,lincRNA,FBgn0266726,CR45199-RA,FBtr0345199,TSS5187
421518,4,UTR,598555,601103,onecut,protein_coding,FBgn0028996,onecut-RB,FBtr0310610,TSS16496
421546,4,UTR,610684,610896,Eph,protein_coding,FBgn0025936,Eph-RE,FBtr0089086,TSS17000
421741,4,UTR,623219,623370,mav,protein_coding,FBgn0039914,mav-RA,FBtr0089103,TSS8116
421750,4,exon,626126,626212,mir-954,pre_miRNA,FBgn0262302,mir-954-RM,FBtr0304450,TSS6853
421754,4,UTR,629691,629835,CG1732,protein_coding,FBgn0039915,CG1732-RA,FBtr0089972,TSS21235
421804,4,UTR,636131,636307,CG9935,protein_coding,FBgn0039916,CG9935-RD,FBtr0344874,TSS4198
421817,4,exon,637333,637569,CR44028,pseudogene,FBgn0264820,CR44028-RA,FBtr0334478,TSS4126
421898,4,UTR,649041,650256,gw,protein_coding,FBgn0051992,gw-RI,FBtr0310542,TSS14375
422050,4,UTR,663621,663700,Slip1,protein_coding,FBgn0024728,Slip1-RC,FBtr0310537,TSS4863
422097,4,UTR,671142,671166,CG11360,protein_coding,FBgn0039920,CG11360-RC,FBtr0310539,TSS8675
422141,4,UTR,690686,691990,myo,protein_coding,FBgn0026199,myo-RD,FBtr0089095,TSS5990
422182,4,UTR,697689,697883,ey,protein_coding,FBgn0005558,ey-RB,FBtr0089235,TSS22580
422268,4,UTR,724400,724491,bt,protein_coding,FBgn0005666,bt-RF,FBtr0301340,TSS19682
422709,4,exon,776475,777146,CR45200,lincRNA,FBgn0266727,CR45200-RA,FBtr0345200,TSS1728
422711,4,UTR,778516,778826,MED26,protein_coding,FBgn0039923,MED26-RB,FBtr0089253,TSS14067
422745,4,UTR,798474,799570,CG11231,protein_coding,FBgn0039939,CG11231-RA,FBtr0089242,TSS10004
422752,4,UTR,800436,801282,Sox102F,protein_coding,FBgn0039938,Sox102F-RA,FBtr0089252,TSS15629
422802,4,UTR,836986,837208,fd102C,protein_coding,FBgn0039937,fd102C-RA,FBtr0089251,TSS22269
422809,4,exon,843274,843973,CR33797,pseudogene,FBgn0053797,CR33797-RB,FBtr0334484,TSS22861
422813,4,exon,851174,851624,CR45123,lincRNA,FBgn0266616,CR45123-RA,FBtr0344899,TSS11428
422815,4,UTR,853716,853767,CG11148,protein_coding,FBgn0039936,CG11148-RH,FBtr0300886,TSS1238
422909,4,UTR,867824,871492,unc-13,protein_coding,FBgn0025726,unc-13-RD,FBtr0308805,TSS22463
422910,4,exon,867824,868026,CR43425,lincRNA,FBgn0263344,CR43425-RB,FBtr0308778,TSS15443
423141,4,exon,879374,884752,CR44029,lincRNA,FBgn0264821,CR44029-RB,FBtr0344970,TSS22184
423281,4,exon,905179,905578,CR43361,pseudogene,FBgn0263093,CR43361-RB,FBtr0334486,TSS17610
423298,4,UTR,915297,915491,eIF4G,protein_coding,FBgn0023213,eIF4G-RA,FBtr0089243,TSS15789
423411,4,UTR,936819,936929,mGluR,protein_coding,FBgn0019985,mGluR-RD,FBtr0344897,TSS8357
423495,4,UTR,951542,951838,4E-T,protein_coding,FBgn0052016,4E-T-RH,FBtr0334626,TSS6232
423583,4,exon,959224,959434,CR45201,lincRNA,FBgn0266728,CR45201-RA,FBtr0345201,TSS8808
423585,4,exon,959675,959846,CR44030,lincRNA,FBgn0264822,CR44030-RB,FBtr0334621,TSS9497
423593,4,UTR,962341,962374,fuss,protein_coding,FBgn0039932,fuss-RD,FBtr0334625,TSS1309
423641,4,exon,975168,975562,sphinx,lincRNA,FBgn0083990,sphinx-RA,FBtr0111044,TSS3274
423657,4,UTR,989725,990251,toy,protein_coding,FBgn0019650,toy-RA,FBtr0089185,TSS3254
423703,4,UTR,1009895,1013768,PlexA,protein_coding,FBgn0025741,PlexA-RF,FBtr0309865,TSS18452
423801,4,exon,1027863,1027882,CR44031,lincRNA,FBgn0264823,CR44031-RA,FBtr0334623,TSS9054
423805,4,UTR,1028675,1028742,CG11077,protein_coding,FBgn0039930,CG11077-RA,FBtr0089222,TSS22741
423814,4,UTR,1029711,1029970,CG11076,protein_coding,FBgn0039929,CG11076-RE,FBtr0344706,TSS5625
423835,4,UTR,1031484,1031742,ATPsyn-beta,protein_coding,FBgn0010217,ATPsyn-beta-RC,FBtr0333672,TSS15784
423874,4,UTR,1035288,1037277,CaMKII,protein_coding,FBgn0264607,CaMKII-RM,FBtr0333675,TSS22203
424296,4,UTR,1057365,1057440,Zyx,protein_coding,FBgn0011642,Zyx-RL,FBtr0345298,TSS3865
424393,4,UTR,1060969,1061136,Rfabg,protein_coding,FBgn0087002,Rfabg-RC,FBtr0345296,TSS7437
424485,4,UTR,1077331,1077829,Actbeta,protein_coding,FBgn0024913,Actbeta-RA,FBtr0089209,TSS12967
424502,4,UTR,1088798,1088876,sv,protein_coding,FBgn0005561,sv-RH,FBtr0100346,TSS19663
424697,4,UTR,1112874,1115826,Cals,protein_coding,FBgn0039928,Cals-RD,FBtr0345193,TSS3459
424813,4,UTR,1124167,1124264,Arf102F,protein_coding,FBgn0013749,Arf102F-RA,FBtr0089192,TSS13226
424839,4,UTR,1126602,1126749,CG11155,protein_coding,FBgn0039927,CG11155-RA,FBtr0089195,TSS17931
424938,4,UTR,1137830,1139754,CG32017,protein_coding,FBgn0052017,CG32017-RD,FBtr0344977,TSS11219
424997,4,UTR,1147466,1147546,Kif3C,protein_coding,FBgn0039925,Kif3C-RA,FBtr0089196,TSS17433
425014,4,UTR,1172469,1172882,pho,protein_coding,FBgn0002521,pho-RA,FBtr0089204,TSS8035
425052,4,UTR,1185768,1185834,CG33521,protein_coding,FBgn0250819,CG33521-RG,FBtr0334661,TSS3970
425152,4,UTR,1192419,1192535,PIP4K,protein_coding,FBgn0039924,PIP4K-RB,FBtr0100544,TSS2630
425202,4,UTR,1198852,1199014,Mitf,protein_coding,FBgn0263112,Mitf-RA,FBtr0307326,TSS17319
425290,4,UTR,1225089,1226157,Dyrk3,protein_coding,FBgn0027101,Dyrk3-RE,FBtr0100406,TSS4489
425345,4,UTR,1230837,1231014,Caps,protein_coding,FBgn0053653,Caps-RF,FBtr0333702,TSS12656
425612,Unmapped_Scaffold_8,exon,3093,3185,Gpa2,protein_coding,FBgn0261386,Gpa2-RB,FBtr0304153,TSS23175
425619,Unmapped_Scaffold_8,UTR,53442,53542,klhl10,protein_coding,FBgn0040038,klhl10-RB,FBtr0113686,TSS11254
425653,X,exon,122493,122706,CR40469,lincRNA,FBgn0058469,CR40469-RA,FBtr0307364,TSS4444
425655,X,UTR,124370,124463,CG17636,protein_coding,FBgn0025837,CG17636-RB,FBtr0307094,TSS16623
425692,X,UTR,127449,127595,RhoGAP1A,protein_coding,FBgn0025836,RhoGAP1A-RE,FBtr0340054,TSS11509
425742,X,exon,133385,133409,mir-4915,pre_miRNA,FBgn0263567,mir-4915-RA,FBtr0309717,TSS9993
425876,X,exon,140973,141155,CR45473,lincRNA,FBgn0267029,CR45473-RC,FBtr0345997,TSS20532
425888,X,UTR,142208,142244,tyn,protein_coding,FBgn0029128,tyn-RE,FBtr0345993,TSS582
425894,X,UTR,142731,143002,CG17707,protein_coding,FBgn0025835,CG17707-RB,FBtr0300673,TSS23140
425955,X,exon,151691,151924,CR43863,lincRNA,FBgn0264445,CR43863-RA,FBtr0332568,TSS23060
426067,X,UTR,243954,244438,CG3038,protein_coding,FBgn0040373,CG3038-RC,FBtr0340207,TSS18017
426099,X,UTR,245978,246849,G9a,protein_coding,FBgn0040372,G9a-RA,FBtr0070063,TSS10535
426147,X,UTR,254876,254921,CG42376,protein_coding,FBgn0259722,CG42376-RB,FBtr0299978,TSS420
426163,X,UTR,255674,255793,cin,protein_coding,FBgn0000316,cin-RB,FBtr0070064,TSS16719
426201,X,UTR,258335,258604,CG13377,protein_coding,FBgn0261446,CG13377-RA,FBtr0070106,TSS377
426207,X,exon,258465,259690,CR43906,lincRNA,FBgn0264507,CR43906-RA,FBtr0332991,TSS22825
426225,X,UTR,265724,266244,CG13376,protein_coding,FBgn0029518,CG13376-RC,FBtr0332988,TSS4157
426253,X,UTR,268509,269168,ewg,protein_coding,FBgn0005427,ewg-RF,FBtr0100580,TSS17509
426512,X,UTR,279703,279757,CG3777,protein_coding,FBgn0024989,CG3777-RB,FBtr0070066,TSS18870
426515,X,exon,280172,280269,mir-980,pre_miRNA,FBgn0262266,mir-980-RM,FBtr0304371,TSS1443
426519,X,UTR,283186,286582,CG13375,protein_coding,FBgn0040370,CG13375-RB,FBtr0300326,TSS20872
426573,X,UTR,307684,307892,CG12470,protein_coding,FBgn0040371,CG12470-RA,FBtr0070069,TSS17419
426582,X,CDS,315123,315628,Or1a,protein_coding,FBgn0029521,Or1a-RA,FBtr0070070,TSS4836
426592,X,UTR,316576,317020,CG32816,protein_coding,FBgn0052816,CG32816-RE,FBtr0344150,TSS11386
426734,X,UTR,350566,350578,CG43181,protein_coding,FBgn0262810,CG43181-RA,FBtr0306054,TSS20374
426741,X,UTR,353067,353078,CG43182,protein_coding,FBgn0262811,CG43182-RA,FBtr0306055,TSS2864
426748,X,UTR,356509,356678,y,protein_coding,FBgn0004034,y-RA,FBtr0070071,TSS5089
426756,X,exon,362399,362439,yar,lincRNA,FBgn0266568,yar-RH,FBtr0308360,TSS11765
426789,X,UTR,370031,370093,ac,protein_coding,FBgn0000022,ac-RA,FBtr0070072,TSS22476
426796,X,exon,376987,377164,CR44751,lincRNA,FBgn0265964,CR44751-RB,FBtr0342968,TSS17122
426800,X,exon,385558,386274,CR44752,lincRNA,FBgn0265965,CR44752-RA,FBtr0342969,TSS17472
426802,X,exon,391835,392226,CR44753,lincRNA,FBgn0265966,CR44753-RA,FBtr0342970,TSS22845
426806,X,UTR,396060,396176,sc,protein_coding,FBgn0004170,sc-RA,FBtr0070073,TSS18508
426813,X,UTR,409721,409795,l(1)sc,protein_coding,FBgn0002561,l(1)sc-RA,FBtr0070074,TSS2497
426826,X,UTR,436139,436185,pcl,protein_coding,FBgn0011822,pcl-RA,FBtr0070100,TSS4052
426833,X,UTR,460747,460955,ase,protein_coding,FBgn0000137,ase-RA,FBtr0070075,TSS9281
426840,X,UTR,467057,467557,Cyp4g1,protein_coding,FBgn0010019,Cyp4g1-RA,FBtr0070099,TSS10112
426849,X,UTR,471019,471833,ebo,protein_coding,FBgn0266572,ebo-RA,FBtr0070098,TSS4284
426930,X,exon,476857,478543,CR18275,pseudogene,FBgn0029523,CR18275-RA,FBtr0070097,TSS13882
426932,X,UTR,476984,477146,CG13373,protein_coding,FBgn0029522,CG13373-RB,FBtr0112947,TSS2031
426953,X,UTR,479066,479341,CG32817,protein_coding,FBgn0052817,CG32817-RC,FBtr0336919,TSS15313
426977,X,exon,479864,480758,CR18166,pseudogene,FBgn0029526,CR18166-RC,FBtr0339441,TSS19792
427002,X,UTR,481862,481997,CG3176,protein_coding,FBgn0029524,CG3176-RB,FBtr0336920,TSS13796
427042,X,UTR,482777,482883,CG18273,protein_coding,FBgn0029525,CG18273-RA,FBtr0070094,TSS66
427059,X,UTR,487878,487989,CG3156,protein_coding,FBgn0023536,CG3156-RA,FBtr0070079,TSS1217
427062,X,exon,487898,488333,CR45797,lincRNA,FBgn0267447,CR45797-RA,FBtr0346791,TSS9819
427078,X,UTR,490787,491095,CG17896,protein_coding,FBgn0023537,CG17896-RA,FBtr0070093,TSS2492
427096,X,UTR,494614,494716,CG17778,protein_coding,FBgn0023534,CG17778-RB,FBtr0340145,TSS15745
427116,X,UTR,496446,496548,svr,protein_coding,FBgn0004648,svr-RJ,FBtr0340146,TSS12496
427128,X,exon,496597,497040,CR44891,lincRNA,FBgn0266196,CR44891-RA,FBtr0343793,TSS15733
427141,X,exon,498097,498826,CR44892,lincRNA,FBgn0266197,CR44892-RA,FBtr0343792,TSS15239
427337,X,UTR,509235,517791,elav,protein_coding,FBgn0260400,elav-RD,FBtr0307173,TSS22089
427340,X,UTR,509435,509511,arg,protein_coding,FBgn0023535,arg-RA,FBtr0070088,TSS19330
427394,X,UTR,527941,528085,CG4293,protein_coding,FBgn0024983,CG4293-RB,FBtr0070090,TSS22688
427455,X,UTR,530501,530534,Appl,protein_coding,FBgn0000108,Appl-RA,FBtr0070109,TSS13244
427507,X,exon,569903,570003,mir-4960,pre_miRNA,FBgn0263534,mir-4960-RM,FBtr0309626,TSS13114
427631,X,UTR,582121,582958,vnd,protein_coding,FBgn0261930,vnd-RB,FBtr0110929,TSS8401
427636,X,UTR,585081,585229,CG13366,protein_coding,FBgn0025633,CG13366-RG,FBtr0339434,TSS32
427836,X,exon,620282,620729,CR45474,lincRNA,FBgn0267030,CR45474-RA,FBtr0345998,TSS12515
427838,X,UTR,620717,620800,CG13365,protein_coding,FBgn0029529,CG13365-RA,FBtr0070160,TSS4280
427845,X,UTR,621530,621789,mod(r),protein_coding,FBgn0016038,mod(r)-RE,FBtr0335122,TSS13595
427920,X,UTR,623468,623681,CG13369,protein_coding,FBgn0025640,CG13369-RA,FBtr0070115,TSS6992
427931,X,UTR,624757,624895,CG13364,protein_coding,FBgn0026879,CG13364-RA,FBtr0070159,TSS17114
427940,X,exon,625247,625344,CR45475,lincRNA,FBgn0267031,CR45475-RA,FBtr0345999,TSS20906
427942,X,UTR,625542,625602,CG17829,protein_coding,FBgn0025635,CG17829-RB,FBtr0070118,TSS10122
427979,X,UTR,628338,628461,RpL36,protein_coding,FBgn0002579,RpL36-RE,FBtr0345321,TSS15951
428032,X,UTR,629773,629885,l(1)1Bi,protein_coding,FBgn0001341,l(1)1Bi-RA,FBtr0070119,TSS14135
428045,X,UTR,633622,633705,Dredd,protein_coding,FBgn0020381,Dredd-RE,FBtr0114560,TSS13539
428103,X,UTR,635890,636279,su(s),protein_coding,FBgn0003575,su(s)-RA,FBtr0070120,TSS15612
428154,X,exon,644226,644616,CR44839,pseudogene,FBgn0266102,CR44839-RA,FBtr0343565,TSS20231
428156,X,UTR,644761,644895,CG13367,protein_coding,FBgn0025634,CG13367-RA,FBtr0070121,TSS18378
428165,X,UTR,647304,647447,Roc1a,protein_coding,FBgn0025638,Roc1a-RD,FBtr0343564,TSS4795
428196,X,UTR,648483,650049,Hmt4-20,protein_coding,FBgn0025639,Hmt4-20-RA,FBtr0070151,TSS4253
428218,X,UTR,656114,656399,SkpA,protein_coding,FBgn0025637,SkpA-RA,FBtr0070123,TSS16037
428295,X,UTR,686834,686940,sdk,protein_coding,FBgn0021764,sdk-RF,FBtr0302260,TSS14039
428610,X,UTR,749241,749825,CG13362,protein_coding,FBgn0029531,CG13362-RA,FBtr0070150,TSS11686
428615,X,UTR,750347,750731,CG5254,protein_coding,FBgn0040383,CG5254-RB,FBtr0343759,TSS1982
428626,X,UTR,752011,752138,CG13361,protein_coding,FBgn0029532,CG13361-RA,FBtr0070149,TSS12460
428649,X,UTR,759594,759685,CG5273,protein_coding,FBgn0040382,CG5273-RC,FBtr0070136,TSS8204
428680,X,exon,761976,762500,CR44965,lincRNA,FBgn0266280,CR44965-RA,FBtr0343979,TSS5405
428682,X,UTR,762560,762724,RpL22,protein_coding,FBgn0015288,RpL22-RA,FBtr0070148,TSS1232
428685,X,exon,762615,762991,CR42491,lincRNA,FBgn0259993,CR42491-RA,FBtr0300446,TSS2043
428689,X,exon,763083,763234,snoRNA:Psi18S-531,snoRNA,FBgn0083027,snoRNA:Psi18S-531-RA,FBtr0113559,TSS3264
428692,X,exon,763942,764086,snoRNA:Psi28S-2179,snoRNA,FBgn0086666,snoRNA:Psi28S-2179-RA,FBtr0091922,TSS4154
428700,X,exon,765288,766100,CR44966,lincRNA,FBgn0266281,CR44966-RA,FBtr0343980,TSS18291
428702,X,UTR,769945,770228,fz3,protein_coding,FBgn0027343,fz3-RC,FBtr0345511,TSS7008
428729,X,UTR,784746,784904,tw,protein_coding,FBgn0086368,tw-RB,FBtr0335403,TSS10002
428779,X,UTR,787855,788116,CG13360,protein_coding,FBgn0025620,CG13360-RA,FBtr0070147,TSS19816
428790,X,exon,790284,790566,CR44469,lincRNA,FBgn0265662,CR44469-RA,FBtr0340531,TSS21520
428792,X,UTR,793147,793476,CG16989,protein_coding,FBgn0025621,CG16989-RA,FBtr0070140,TSS17372
428806,X,UTR,797090,797476,Rbf,protein_coding,FBgn0015799,Rbf-RA,FBtr0070146,TSS18136
428827,X,UTR,801669,801944,CG13359,protein_coding,FBgn0025616,CG13359-RA,FBtr0070145,TSS8080
428832,X,UTR,803424,803920,CG13358,protein_coding,FBgn0026874,CG13358-RD,FBtr0290198,TSS20624
428843,X,UTR,806076,806484,Sec22,protein_coding,FBgn0260855,Sec22-RA,FBtr0070141,TSS16519
428869,X,UTR,808217,809697,CG43867,protein_coding,FBgn0264449,CG43867-RH,FBtr0332606,TSS21067
